Sr No.,Date,Time,Blockchain,Function,Latency,Transaction Fee
678,11/11/2023,03:10:33 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,16.27850405699946,0.00762992,
679,11/11/2023,03:10:42 GMT-0800 (Pacific Standard Time),Celo,issueMoney,13.089682128999382,0.00222592,
680,11/11/2023,03:10:45 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,12.501701635999606,0.00222592,
681,11/11/2023,03:10:46 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,9.138561235999688,0.00222592,
682,11/11/2023,03:10:49 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,12.424145085999742,0.00222592,
683,11/11/2023,03:10:50 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,20.68168028599955,0.00222592,
684,11/11/2023,03:10:50 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,20.451712520001458,0.0000027824,
685,11/11/2023,03:10:55 GMT-0800 (Pacific Standard Time),Celo,transferMoney,9.317109926000237,0.002674,
686,11/11/2023,03:10:56 GMT-0800 (Pacific Standard Time),Celo,default,1.136320224000141,0,
687,11/11/2023,03:10:57 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,3.538296125000343,0.0000033425,
688,11/11/2023,03:10:58 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,0.9093389530014246,0,
689,11/11/2023,03:10:59 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,10.441985577000304,0.002674,
690,11/11/2023,03:11:00 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.178869949998334,0,
691,11/11/2023,03:11:04 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,14.279215127000585,0.002674,
692,11/11/2023,03:11:05 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.1805547319985925,0,
693,11/11/2023,03:11:13 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,20.13179361899942,0.002674,
694,11/11/2023,03:11:14 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,21.412347468998284,0.002674,
695,11/11/2023,03:11:15 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.1733801349997521,0,
696,11/11/2023,03:11:15 GMT-0800 (Pacific Standard Time),Sepolia,default,1.1919445730000735,0,
697,11/11/2023,03:15:21 GMT-0800 (Pacific Standard Time),Celo,createUser,4.355604216000065,0.00762992,
698,11/11/2023,03:15:24 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,7.6916266139987854,0.0000095374,
699,11/11/2023,03:15:25 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,8.351433082999662,0.00762992,
700,11/11/2023,03:15:26 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,8.866738869000226,0.00762992,
701,11/11/2023,03:15:30 GMT-0800 (Pacific Standard Time),Sepolia,createUser,13.127265081999823,0.00762992,
702,11/11/2023,03:15:33 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,4.736724123999476,0.0000027824,
703,11/11/2023,03:15:39 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,21.740921024000272,0.00762992,
704,11/11/2023,03:15:40 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,10.640861128998921,0.00222592,
705,11/11/2023,03:15:42 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,12.385187936000525,0.00222592,
706,11/11/2023,03:15:45 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,8.555661830998957,0.0000033425,
707,11/11/2023,03:15:46 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,1.1472624599989503,0,
708,11/11/2023,03:15:57 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,12.467223744999618,0.002674,
709,11/11/2023,03:15:58 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,15.287067065000533,0.002674,
710,11/11/2023,03:15:58 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.1973896909989417,0,
711,11/11/2023,03:15:59 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.1573304449990391,0,
712,11/11/2023,03:16:00 GMT-0800 (Pacific Standard Time),Celo,issueMoney,35.74848334899917,0.00222592,
713,11/11/2023,03:16:06 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,22.460918836001305,0.00222592,
714,11/11/2023,03:16:06 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,32.494169585000726,0.00222592,
715,11/11/2023,03:16:11 GMT-0800 (Pacific Standard Time),Celo,transferMoney,7.984892381999642,0.002674,
716,11/11/2023,03:16:13 GMT-0800 (Pacific Standard Time),Celo,default,1.171128415999934,0,
717,11/11/2023,03:16:33 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,24.55170825699903,0.002674,
718,11/11/2023,03:16:35 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.1530117259994148,0,
719,11/11/2023,03:16:37 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,27.512378467999397,0.002674,
720,11/11/2023,03:16:38 GMT-0800 (Pacific Standard Time),Sepolia,default,1.1831017169989646,0,
721,11/11/2023,03:20:21 GMT-0800 (Pacific Standard Time),Celo,createUser,4.628839077999816,0.00762992,
722,11/11/2023,03:20:31 GMT-0800 (Pacific Standard Time),Celo,issueMoney,6.453460825001821,0.00222592,
723,11/11/2023,03:20:35 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,17.69876926200092,0.00762992,
724,11/11/2023,03:20:37 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,20.47503820100054,0.00762992,
725,11/11/2023,03:20:38 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,20.798695568999275,0.00762992,
726,11/11/2023,03:20:39 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,22.82911485200003,0.0000095374,
727,11/11/2023,03:20:42 GMT-0800 (Pacific Standard Time),Celo,transferMoney,7.0395869000013915,0.002674,
728,11/11/2023,03:20:43 GMT-0800 (Pacific Standard Time),Celo,default,1.177394404001534,0,
729,11/11/2023,03:20:49 GMT-0800 (Pacific Standard Time),Sepolia,createUser,31.69438513899967,0.00762992,
730,11/11/2023,03:20:52 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,9.394524453001097,0.0000027824,
731,11/11/2023,03:20:56 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,17.189122447000816,0.00222592,
732,11/11/2023,03:20:58 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,17.386741783000527,0.00222592,
733,11/11/2023,03:21:01 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,4.479450201001018,0.0000033425,
734,11/11/2023,03:21:02 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,1.2652952659986914,0,
735,11/11/2023,03:21:05 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,13.157585138000547,0.00222592,
736,11/11/2023,03:21:13 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,13.38154755700007,0.002674,
737,11/11/2023,03:21:14 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.1703426639996468,0,
738,11/11/2023,03:21:15 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,13.956548815000803,0.002674,
739,11/11/2023,03:21:17 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.1240663339998573,0,
740,11/11/2023,03:21:25 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,16.751086666999385,0.002674,
741,11/11/2023,03:21:27 GMT-0800 (Pacific Standard Time),Sepolia,default,1.1551028129998595,0,
742,11/11/2023,03:21:27 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,44.87079349700175,0.00222592,
743,11/11/2023,03:21:45 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,14.396512103000656,0.002674,
744,11/11/2023,03:21:46 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.185052340000868,0,
745,11/11/2023,03:25:23 GMT-0800 (Pacific Standard Time),Celo,createUser,6.119839054999873,0.00762992,
746,11/11/2023,03:25:31 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,14.288442761000246,0.00762992,
747,11/11/2023,03:25:34 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,16.632445910001174,0.0000095374,
748,11/11/2023,03:25:35 GMT-0800 (Pacific Standard Time),Sepolia,createUser,17.601036515999585,0.00762992,
749,11/11/2023,03:25:36 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,18.409677100000902,0.00762992,
750,11/11/2023,03:25:41 GMT-0800 (Pacific Standard Time),Celo,issueMoney,14.429662275001407,0.00222592,
751,11/11/2023,03:25:41 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,23.586232400998473,0.00762992,
752,11/11/2023,03:25:47 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,12.462414087999612,0.00222592,
753,11/11/2023,03:25:53 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,13.628960500998422,0.00222592,
754,11/11/2023,03:25:53 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,15.11107077700086,0.00222592,
755,11/11/2023,03:25:56 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,11.112408113000914,0.00222592,
756,11/11/2023,03:25:59 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,8.059552105000243,0.002674,
757,11/11/2023,03:26:00 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.121260183000937,0,
758,11/11/2023,03:26:03 GMT-0800 (Pacific Standard Time),Celo,transferMoney,18.413417851001025,0.002674,
759,11/11/2023,03:26:04 GMT-0800 (Pacific Standard Time),Celo,default,1.1575919320005923,0,
760,11/11/2023,03:26:12 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,12.426248429000378,0.002674,
761,11/11/2023,03:26:13 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,15.142128920998424,0.002674,
761,11/11/2023,03:26:13 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.1749172159992158,0,
762,11/11/2023,03:26:13 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,16.58088128699921,0.002674,
763,11/11/2023,03:26:14 GMT-0800 (Pacific Standard Time),Sepolia,default,1.1325238349996507,0,
764,11/11/2023,03:26:14 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.170560468001291,0,
765,11/11/2023,03:26:16 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,38.36611086599901,0.0000027824,
766,11/11/2023,03:26:34 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,14.52689505499974,0.0000033425,
767,11/11/2023,03:26:35 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,1.1779735400006175,0,
768,11/11/2023,03:30:22 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,5.038634664000943,0.0000095374,
769,11/11/2023,03:30:25 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,8.48267902199924,0.00762992,
770,11/11/2023,03:30:26 GMT-0800 (Pacific Standard Time),Sepolia,createUser,8.454340063000098,0.00762992,
771,11/11/2023,03:30:27 GMT-0800 (Pacific Standard Time),Celo,createUser,9.4686402579993,0.00762992,
772,11/11/2023,03:30:30 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,13.628399093000219,0.00762992,
773,11/11/2023,03:30:32 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,6.5829176740013065,0.0000027824,
774,11/11/2023,03:30:35 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,17.500337407000362,0.00762992,
775,11/11/2023,03:30:37 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,8.757967542000115,0.00222592,
776,11/11/2023,03:30:47 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,18.15143317300081,0.00222592,
777,11/11/2023,03:30:49 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,11.115137589000165,0.00222592,
778,11/11/2023,03:30:54 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,20.28350700800121,0.00222592,
779,11/11/2023,03:30:56 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,20.669440262999384,0.0000033425,
780,11/11/2023,03:30:57 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,1.1648550220001488,0,
781,11/11/2023,03:31:03 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,10.382166496999561,0.002674,
782,11/11/2023,03:31:04 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.134286921000108,0,
783,11/11/2023,03:31:10 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,12.209338774999603,0.002674,
784,11/11/2023,03:31:10 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,28.85274141399935,0.002674,
785,11/11/2023,03:31:10 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,0.8611324410010129,0,
786,11/11/2023,03:31:11 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.1370650479998439,0,
787,11/11/2023,03:31:13 GMT-0800 (Pacific Standard Time),Celo,issueMoney,42.45493599200062,0.00222592,
788,11/11/2023,03:31:18 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,27.58444562099874,0.002674,
789,11/11/2023,03:31:19 GMT-0800 (Pacific Standard Time),Sepolia,default,1.1390475520007313,0,
790,11/11/2023,03:31:31 GMT-0800 (Pacific Standard Time),Celo,transferMoney,14.444418681999668,0.002674,
791,11/11/2023,03:31:33 GMT-0800 (Pacific Standard Time),Celo,default,1.944740032998845,0,
792,11/11/2023,03:35:22 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,4.732400171000511,0.0000095374,
793,11/11/2023,03:35:26 GMT-0800 (Pacific Standard Time),Sepolia,createUser,8.199275913998484,0.00762992,
794,11/11/2023,03:35:26 GMT-0800 (Pacific Standard Time),Celo,createUser,8.630764430999756,0.00762992,
795,11/11/2023,03:35:29 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,11.35811458699964,0.00762992,
796,11/11/2023,03:35:35 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,9.558945832001045,0.0000027824,
797,11/11/2023,03:35:37 GMT-0800 (Pacific Standard Time),Celo,issueMoney,7.033225217001513,0.00222592,
798,11/11/2023,03:35:37 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,19.359050017999486,0.00762992,
799,11/11/2023,03:35:39 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,9.46468624600023,0.00222592,
800,11/11/2023,03:35:44 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,26.978921697000043,0.00762992,
801,11/11/2023,03:35:49 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,10.557567194998263,0.0000033425,
802,11/11/2023,03:35:50 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,17.33149024800025,0.00222592,
803,11/11/2023,03:35:50 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,10.013445423999801,0.00222592,
804,11/11/2023,03:35:50 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,1.122108567001298,0,
805,11/11/2023,03:35:54 GMT-0800 (Pacific Standard Time),Celo,transferMoney,14.220525428000837,0.002674,
806,11/11/2023,03:35:56 GMT-0800 (Pacific Standard Time),Celo,default,1.1865072719994934,0,
807,11/11/2023,03:35:59 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,12.318221587000414,0.00222592,
808,11/11/2023,03:36:00 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,6.69104678099975,0.002674,
809,11/11/2023,03:36:00 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,17.697636783000082,0.002674,
810,11/11/2023,03:36:01 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.152966928999871,0,
811,11/11/2023,03:36:01 GMT-0800 (Pacific Standard Time),Sepolia,default,1.2320330529995263,0,
812,11/11/2023,03:36:12 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,18.52808446700126,0.002674,
813,11/11/2023,03:36:13 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.1750787719991058,0,
814,11/11/2023,03:36:32 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,27.57622318200022,0.002674,
815,11/11/2023,03:36:33 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.183274559000507,0,
816,11/11/2023,03:40:25 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,7.397697884999215,0.0000095374,
817,11/11/2023,03:40:27 GMT-0800 (Pacific Standard Time),Celo,createUser,9.441807989999653,0.00762992,
818,11/11/2023,03:40:28 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,10.68271093899943,0.00762992,
819,11/11/2023,03:40:30 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,12.281995812999085,0.00762992,
820,11/11/2023,03:40:33 GMT-0800 (Pacific Standard Time),Sepolia,createUser,15.548627930998801,0.00762992,
821,11/11/2023,03:40:36 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,18.402023396998644,0.00762992,
822,11/11/2023,03:40:43 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,11.596106225000694,0.00222592,
823,11/11/2023,03:40:44 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,15.182443527000025,0.0000027824,
824,11/11/2023,03:40:46 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,7.384385375000536,0.00222592,
825,11/11/2023,03:40:49 GMT-0800 (Pacific Standard Time),Celo,issueMoney,18.442788414999843,0.00222592,
826,11/11/2023,03:40:52 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,16.14465154499933,0.00222592,
827,11/11/2023,03:40:58 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,24.548083032999187,0.00222592,
828,11/11/2023,03:41:00 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,10.392578228000552,0.002674,
829,11/11/2023,03:41:02 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.170165217000991,0,
830,11/11/2023,03:41:04 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,17.376771491998806,0.002674,
831,11/11/2023,03:41:05 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,1.129505327999592,0,
832,11/11/2023,03:41:08 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,20.36758832699992,0.0000033425,
833,11/11/2023,03:41:09 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,1.1347922639995813,0,
834,11/11/2023,03:41:16 GMT-0800 (Pacific Standard Time),Sepolia,transferMoney,20.47093123300001,0.002674,
835,11/11/2023,03:41:18 GMT-0800 (Pacific Standard Time),Sepolia,default,1.1615968500003218,0,
836,11/11/2023,03:41:21 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,19.45202650200017,0.002674,
837,11/11/2023,03:41:22 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.1545319170001895,0,
838,11/11/2023,03:41:27 GMT-0800 (Pacific Standard Time),Celo,transferMoney,35.207016607999805,0.002674,
839,11/11/2023,03:41:28 GMT-0800 (Pacific Standard Time),Celo,default,1.1728490769993514,0,
840,11/11/2023,03:45:23 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,createUser,5.73099565399997,0.0000095374,
841,11/11/2023,03:45:32 GMT-0800 (Pacific Standard Time),Celo,createUser,14.632685965999961,0.00762992,
842,11/11/2023,03:45:39 GMT-0800 (Pacific Standard Time),Linea-Goerli,createUser,21.79665309399925,0.00762992,
843,11/11/2023,03:45:40 GMT-0800 (Pacific Standard Time),Optimism-Goerli,createUser,22.494706802999602,0.00762992,
844,11/11/2023,03:45:43 GMT-0800 (Pacific Standard Time),Celo,issueMoney,7.460826069999486,0.00222592,
845,11/11/2023,03:45:45 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,createUser,27.783531664000826,0.00762992,
846,11/11/2023,03:45:47 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,issueMoney,20.424773121999575,0.0000027824,
847,11/11/2023,03:45:53 GMT-0800 (Pacific Standard Time),Optimism-Goerli,issueMoney,9.561372157000005,0.00222592,
848,11/11/2023,03:45:54 GMT-0800 (Pacific Standard Time),Sepolia,createUser,35.854284153999764,0.00762992,
849,11/11/2023,03:45:58 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,transferMoney,6.6446799000017345,0.0000033425,
850,11/11/2023,03:45:59 GMT-0800 (Pacific Standard Time),Arbitrum-Goerli,default,1.1798776769991963,0,
851,11/11/2023,03:45:59 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,issueMoney,10.157424813000485,0.00222592,
852,11/11/2023,03:46:01 GMT-0800 (Pacific Standard Time),Linea-Goerli,issueMoney,17.71044866300002,0.00222592,
853,11/11/2023,03:46:04 GMT-0800 (Pacific Standard Time),Celo,transferMoney,17.101197990000248,0.002674,
854,11/11/2023,03:46:05 GMT-0800 (Pacific Standard Time),Celo,default,1.160028395999223,0,
855,11/11/2023,03:46:06 GMT-0800 (Pacific Standard Time),Optimism-Goerli,transferMoney,9.478930650001391,0.002674,
856,11/11/2023,03:46:07 GMT-0800 (Pacific Standard Time),Optimism-Goerli,default,0.8738061070013792,0,
857,11/11/2023,03:46:14 GMT-0800 (Pacific Standard Time),Sepolia,issueMoney,17.506366244001313,0.00222592,
858,11/11/2023,03:46:24 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,transferMoney,21.496399628998713,0.002674,
859,11/11/2023,03:46:25 GMT-0800 (Pacific Standard Time),Polygon-Mumbai,default,1.2885781629998236,0,
860,11/11/2023,03:46:26 GMT-0800 (Pacific Standard Time),Linea-Goerli,transferMoney,21.56542054999992,0.002674,
861,11/11/2023,03:46:27 GMT-0800 (Pacific Standard Time),Linea-Goerli,default,1.1588092890009285,0,
