Sr No.,Date,Time,Network,Contract Name,Metric,Function,Value,Fee,Transactions
1,1/30/2024,18:05:37 GMT+0500 (Pakistan Standard Time),Sepolia,Storage,Latency,store,192.919,0.00306068,1
2,1/30/2024,18:09:32 GMT+0500 (Pakistan Standard Time),Sepolia,Bond_v1,Throughput,getPrice,30.48780487804878,0,10
